CV_number;CV_text_brut
CV_31;À mon sujet 0 Expérience de comédie Je suis une actrice qui a joué dans diverses pièces de théâtre et comédies musicales. Je fais également du maquillage, du design de scène, du design de production et du design de costume. Actrice de théâtre et chanteuse Groupe de théâtre de la Plaine / 2018-2019 J'ai joué dans les productions du groupe. J'ai eu l'occasion de voyager à travers le pays, de participer à plusieurs classes d'interprétation dramatique, et de m'entraîner grâce à un mentor. Informations de contact 6 V Actrice et Responsable de scène Groupe d'improvisation de Loupérac | 2017-2018 01 23 45 67 89 bjr@sitevraimentsuper.fr www.sitevraimentsuper.fr @sitevraimentsuper.fr @sitevraimentsuper.fr J'ai joué dans des comédies à travers le pays tout en affinant mes compétences en improvisation. J'ai également géré la logistique et le design de la scène. Réalisations • Diplômée du groupe d'improvisation de Loupérac • Prix de l'actrice de l'année de l'école de théâtre du Petit Pont • Master des arts du théâtre école des arts de I'If Canoa Julie Bernard Actrice de théâtre Formation professionnelle : Actrice de master certifiée École de théâtre du Petit Pont 2013-2017 J'ai suivi le long et rigoureux cours de théâtre de l'école, ce qui m'a permis de tester mes limites et d'affiner mon expertise et ma confiance en tant qu'actrice et chanteuse. Intérêts personnels En plus de jouer, j'écris également beaucoup de script durant mon temps libre. J'aime la nature, et je fais partie de nombreuses organisations de conservation et d'environnement. Licence en Arts, Interprétation Eramatayde l'If | 2009-2013 Autres compétences J'ai étudié l'interprétation dramatique pendant quatre années scolaires. Tout au long de cette période, je me suis représentée dans plusieurs productions scolaires et étais un membre du groupe de théâtre de l'école d'art de l'lf. Improvisation Danse En chantant
CV_32;"Ananya Singh

 

Professeure de Lycée

PROFIL PERSONNEL

Je suis une éducatrice expérimentée et
dévouée qui se concentre sur le soutien du
développement holistique des étudiants pour
leur permettre d'atteindre leur potentiel.

RÉALISATIONS
+ Élaboration d'un programme de soutien par les pairs pour
les aînés, améliorant le taux d'obtention de diplôme de 10 %

+ Création du programme de préparation au collège pour les
étudiants juniors et seniors

EXPÉRIENCE EN ENSEIGNEMENT
Professeure de lycée

ÉCOLE SECONDAIRE DE CONDORCET 2014 - À
PRÉSENT

+ Responsable, Programme de préparation au collège, 2018 - Présent
+ Directrice adjointe, Département d'études sociales, 2014 - Aujourd'hui
+ Conseillère, Club Oratoire, 2014 - 2016

Professeure de lycée

INSTITUT DE CONDORCET 2012 - 2014

+ Professeure de sciences sociales, 2012 - 2014
-+ Professeur, Anglais et littérature, 2012 - 2013
- Tutrice, Association des sciences sociales, 2012 - 2013

INFORMATIONS DE CONTACT

10, rue d'Alésia 75014 Paris, France E-mail :

bonjour@sitevraimentsuper.fr

 

 

LANGUES ET COMPÉTENCES

+ Parle couramment l'anglais, le Hindi et le
Tamoul

- Très bonne communication à l'oral et à l'écrit
+ Experte en organisation et gestion de cours

PARCOURS SCOLAIRE

Université de Condorcet

MASTER EN ÉDUCATION, 2014

-+ Diplômée avec Mention

+ Candidate à la meilleure thèse pour « Stratégies de
regroupement étudiant-enseignant pour la préparation aux
études postsecondaires »

Institut de Condorcet
LICENCE EN ÉDUCATION, 2011

+ Diplômée avec une moyenne générale de 18/20
+ Thèse : ""Étude de l'apprentissage en ligne""
- Tutrice et cours particuliers

Téléphone Fixe : O1 45 66 77 89
Téléphone Professionnel : 01 45 66 77 88

 Ananya Singh

 

Professeure de Lycée

PROFIL PERSONNEL

Je suis une éducatrice expérimentée et
dévouée qui se concentre sur le soutien du
développement holistique des étudiants pour
leur permettre d'atteindre leur potentiel.

RÉALISATIONS
+ Élaboration d'un programme de soutien par les pairs pour
les aînés, améliorant le taux d'obtention de diplôme de 10 %

+ Création du programme de préparation au collège pour les
étudiants juniors et seniors

EXPÉRIENCE EN ENSEIGNEMENT
Professeure de lycée

ÉCOLE SECONDAIRE DE CONDORCET 2014 - À
PRÉSENT

+ Responsable, Programme de préparation au collège, 2018 - Présent
+ Directrice adjointe, Département d'études sociales, 2014 - Aujourd'hui
+ Conseillère, Club Oratoire, 2014 - 2016

Professeure de lycée

INSTITUT DE CONDORCET 2012 - 2014

+ Professeure de sciences sociales, 2012 - 2014
-+ Professeur, Anglais et littérature, 2012 - 2013
- Tutrice, Association des sciences sociales, 2012 - 2013

INFORMATIONS DE CONTACT

10, rue d'Alésia 75014 Paris, France E-mail :

bonjour@sitevraimentsuper.fr

 

 

LANGUES ET COMPÉTENCES

+ Parle couramment l'anglais, le Hindi et le
Tamoul

- Très bonne communication à l'oral et à l'écrit
+ Experte en organisation et gestion de cours

PARCOURS SCOLAIRE

Université de Condorcet

MASTER EN ÉDUCATION, 2014

-+ Diplômée avec Mention

+ Candidate à la meilleure thèse pour « Stratégies de
regroupement étudiant-enseignant pour la préparation aux
études postsecondaires »

Institut de Condorcet
LICENCE EN ÉDUCATION, 2011

+ Diplômée avec une moyenne générale de 18/20
+ Thèse : ""Étude de l'apprentissage en ligne""
- Tutrice et cours particuliers

Téléphone Fixe : O1 45 66 77 89
Téléphone Professionnel : 01 45 66 77 88"
CV_33;"VF

Samira Hadid

16 place Urbain II, 63000 Clermont-Ferrand,
04-73-25-68-89 bonjour@canvasupersite.fr
www.canvasupersite.fr @canvasupersite.fr

 

Directrice marketing axée sur les résultats avec plus de 10 ans d'expérience grâce à des solutions marketing efficaces pour
stimuler la croissance des ventes et renforcer l'équité de la marque auprès des clients. Planification et supervision de la
stratégie marketing globale sur diverses plateformes. Spécialiste en mise en œuvre et gestion de projet

 

Formation Scolaire

Université Paris-
Dauphine Paris Master en
communication
marketing intégrée

2021

Major de promotion Prix
du meilleur mémoire de
master Université
d'Angers Angers Licence
de gestion marketing
2014 Major de promotion
Tableau d'honneur

Compétences et savoir-faire

°_ Marketing sur les réseaux sociaux

°__ Compétences en communication
interpersonnelle

+ Parle couramment l'arabe et bonne
connaissance de l'anglais

Expérience Professionnelle

Directrice du marketing

Agence Stratégie Numérique

de mai 2018 à aujourd'hui

Supervision des stratégies de marketing numérique et gestion
des opérations quotidiennes de l'agence

Directrice des réseaux sociaux

Cosmétiques Mine éclatante

de décembre 2016 à mai 2018

Collecte et analyse de données pour les produits.

Gestion des comptes officiels pour l'entreprise sur les réseaux
sociaux.

Responsable de l'équipe de marketing numérique

Stylos, Papier et Cie.

de juillet 2014 à novembre 2016

Planification et mise en œuvre de stratégies de marketing
numérique qui ont augmenté le trafic organique du site de
150 %.

Bénévolat et homologation

Directrice du marketing numérique

Fondation pour les enfants de Condorcet de janvier 2016 à août 2019
Participation bénévole à la gestion des comptes sur les réseaux
sociaux et réalisation

Conduite de ses efforts de marketing numérique.

BTS de contenu et de marketing par e-mail

École de marketing de Condorcet mars 2015

Programme en ligne pour renforcer mes compétences en création de
contenu et marketing."
CV_34;"Carine
Maurice

22, rue du Faubourg Saint
Honoré

75008 Paris,

01 40 45 65 89
bonjour@canvasupersite.fr
wWww.canvasupersite.fr
@canvasupersite.fr

COMPÉTENCES

+ Java, HTML, CSS, jQuery, PHP,
serveur SQL

+ Travail d'équipe, polyvalence et
attention particulière aux détails

+ Développement de logiciels et de
sites

LANGUES

° Français (langue maternelle)
° Anglais américain (niveau B2)
+ Espagnol (niveau Bi)

 

Ingénieure logiciel avec 10 ans d'expérience en applications
professionnelles.

Soucieuse de rejoindre l'entreprise Tech et Cie. pour construire des
solutions prêtes à l'emploi pour ses clients régionaux. Qualifiée en
élaboration de plans d'action gestion de projets et guide
d'utilisation.

EXPÉRIENCE PROFESSIONNELLE

Ingénieure logiciel expérimentée

Agence de développement de logiciels Numérix | d'août
2017 à aujourd'hui

Supervise Le développement des applications.
Recherche et développement de nouvelles façons
d'améliorer Le processus de développement.

Formation des ingénieurs logiciel débutants.

Ingénieure logiciel débutante Agence de
développement de logiciels Numérix | de juin 2011 à juin
2017

Développement, installation et configuration des
applications internes et de nouvelles applications dans
les environnements de test et de production.

Stage en génie logiciel chez Solutions Bertrand | de
septembre 2010 à mars 2011

Achèvement d'un stage de six mois pour l'obtention du
Master.

Développement d'un système d'informations pour les
ressources humaines basé sur Le cloud, consolidation
des informations concernant Les employés provenant
de diverses bases de données et serveurs.

FORMATION SCOLAIRE

Master en génie Logiciel de l'université de Lille, Lille |
2014

Chercheuse diplômée à l'Agence de développement de
logiciels Numérix

Licence pro Métiers du génie logiciel, IUT Metz | 2011
Mention bien"
CV_35;"MARCELLE EXPÉRIENCE PROFESSIONNELLE
ANDRE

Associée au marketing

UNIL TE
ME EC TO IIC D FORMATION UNIVERSITAIRE

DUO ENT OT IUT EEE ICT
stratégies et de campagnes publicitaires efficaces.

RÉALISATIONS

COORDONNÉES : COMPÉTENCES ET SAVOIR-FAIRE

LUCE EEE
EUR UTC ELITE As
ASTUCE 1
Site web : sitevraimentsuper.fr
PROD AUS"
CV_36;"Julien
Baupin

INGÉNIEUR LOGICIEL

 

PROFIL PERSONNEL

 

Diplômé de l'Institut de technologie et d'informatique, je
suis spécialisé dans le débogage, la conception et les tests
de logiciels. J'aime travailler en équipe et suis capable
d'apprendre et d'appliquer rapidement de nouvelles
technologies.

ACCOMPLISSEMENTS

 

Diplômé avec mention très bien

Prix du volontariat

Reconnu pour une présence assidue
Premier prix à l'exposition annuelle de

programmation

COORDONNÉES

 

& 0112131415
01 44 55 66 77

bonjour@sitevraimentsuper.fr
À 6, place Fernand Lafargue, 33000 Bordeaux
EF) @sitevraimentsuper

COMPÉTENCES ET QUALIFICATIONS

 

Raisonnement logique et résolution de
problèmes

Débogage de logiciels

Programmation informatique

Codage

Bonne communication orale et écrite

 

 

FORMATION

Développement de logiciels ME

École supérieure de Condorcet / 2018 - 2020
Développement de solutions logicielles pour le département
d'ingénierie

Reconnu pour la mise en œuvre d'un nouveau processus de mise à

jour qui a amélioré la charge de la base de données de l'école

Licence en Ingénierie informatique

École technique de Condorcet / 2014 - 2018
Excellence académique

Prix de l'innovation en technologie

Prix du bénévolat pour l'exposition annuelle de l'école

ACTIVITÉS EXTRASCOLAIRES

École technique de Condorcet
Équipe de Debate / Club d'échecs / Guilde des jeunes développeurs

Participation à des débats publiques sur des sujets généraux
Développement d'une tactique de débat appliquée qui a aidé à
mener l'équipe à la victoire

Gestion d'événements pour la Guilde des jeunes développeurs

Bénévolat
Soupe populaire de la Guilde des jeunes développeurs / Vélo pour tous 2017
e Service de repas aux sans-abris chaque week-end dans le cadre de la

soupe populaire organisée par la Guilde des jeunes développeurs
e Enseignement du vélo aux enfants de la Fondation pour les Orphelins"
CV_37;"BENJAMIN SÉVENO

 

OBJECTIF DE CARRIÈRE

Obtenir un poste à plein temps en tant que
travailleur social dans une agence
multiculturelle au service de minorités et
de familles ou individus réfugiés.

DIPLÔMES :

Faculté de droit de l'Université de
Grenoble (2009)

Membre de l'association des travailleurs
sociaux, Chapitre de Grenoble (2004)

INFORMATIONS DE
CONTACT

Téléphone : 01 28 56 67 89
E-mail : bs@sitesuper.fr
LinkedIn : @sitevraimentsuper
12 rue de la Paix, 75110 Paris

 

Travailleur social

HISTORIQUE DE TRAVAIL

Assistant juridique
SERVICE D'ASSISTANCES AUX POPULATIONS DÉMUNIES, 2017-PRÉSENT

Gestion des recherches et des recommandations d'actions en justice
Organisation des dossiers nécessaires pour le tribunal
Assistance aux avocats pour la préparation des procès et des audiences

Stagiaire en travail social
CENTRE DE SANTÉ SAINT-DENIS, SEPT. 2006-MARS 2007

Prise en charge psychologique individuelle des femmes et des enfants
Création de programmes utilisant la thérapie par le jeu pour les enfants

FORMATION UNIVERSITAIRE

Université de Saint-Denis

MASTER II ACTION SOCIALE

MAI 2007

- Diplôme obtenu avec mention Très bien

- Prix de mémoire de Master II : Psychologie du changement durable

- Membre de la société pour les travailleurs sociaux et les entrepreneurs

Université de Saint-Denis

LICENCE EN PSYCHOLOGIE

MAI 2001

Félicitations du jury

Finaliste, meilleure Thèse : « La psychologie au service de l'interculturalisme »
Membre de l'association Jeunes Leaders d'action sociale

DIPLÔMES :

- Travailleur social agréé (Décembre 2008)
- Membre de l'Association des travailleurs sociaux
- Membre du groupe d'action sociale de Condorcet"
CV_38;"MICHELLE
ANDRÉ

Assitante de direction

PROFIL PROFESSIONNEL

Assistante de direction qualifiée avec plus de 10 ans d'expérience
dans le domaine de la coordination, planification et des tâches
opérationnelles et administratives quotidiennes

COORDONNÉES

+ _ Téléphone : 01 23 46 67 89
+_ Portable : 01 23 56 89 99

+ _bonjour@supersite.fr

*_ www.sitevraiementsuper.fr
+ _12,rue Desaix 75000 Paris

QUALIFICATIONS

Plus d'une décennie de service à la préparation de rapports précis et
soigneusement documentés, la gestion d' agendas chargés et la
gestion des tâches quotidiennes de secrétériat.

COMPÉTENCES ET SAVOIR-FAIRE

+ Compétences en communication et relations interpersonnelles

- Excellentes compétences organisationnelles et capacité de mener plusieurs tâches
en même temps

- Excellentes compétences en expression écrite

* Anglais et espagnol courants

 

EXPÉRIENCE PROFESSIONNELLE

Assitante de direction

ABC Saint-Denis (janvier 2014 - présent)

+ Offre un soutien administratif au PDG et à d'autres membres de
l'équipe de direction.

+ Maintient l'agenda du PDG: planifie des réunions, des
téléconférences et des voyages.

Assitante de direction
Cabinet DEF de Saint-Denis (juin 2009 - jan 2014)

+ Offrir de l'aide à l'associé principal du cabinet.

+ Gestion des dépôts bancaires et autres documents de comptabiité.
+ Planification et coordination des initiatives de RP, des événements commerciaux, et plus encore.

FORMATION

Université de Nantes

DU en gestion des entreprises , classe de 2009

+ Secrétaire du club de marketing de l'Université de Nantes
+ _ Membre et collaboratrice au journal Le Pont de Nantes
+ Membre du Club des écrivains

Lycée de Saint-Denis

20056 Baccalauréat

Major de promotion

+ _ Secrétaire, Secrétaire du club d'entrepreneuriat,
+ Membre du conseil étudiant

+. Membre du Club de la culture

+ Membre du Club d'espagnol

+ Membre du cCub des étudiants étrangers"
CV_39;"À MON SUJET

Un graphiste est un professionnel de
l'industrie du graphisme et des arts
graphiques qui assemble des images,
de la typographie ou des images
animées pour créer un élément de
design. Un graphiste crée des images
qui seront ensuite publiées.

COMPÉTENCES

Conception graphique
Illustration
Photographie
Graphiques mobiles
Vidéographie

Mise en page

 

COORDONNÉES

01 22 54 76 88
bonjour@sitevraimentsuper.fr
www.sitevraimentsuper.fr

ROMANE
LARRANT

GRAPHISTE

ÉDUCATION

Université Blaise Pascal
2019 - 2023 | Licence en Arts Multimédia

Université Blaise Pascal

2023-2024 | Certificat de Formation en Graphisme et
Illustration

EXPÉRIENCE

+ 2023STUDIO D'IMPRESSION GRAPHIQUE
GRAPHISTE JUNIOR

+ En charge de la création des graphiques de la mise en
page hors-ligne.

+ Édition des photos éditoriales pour les clients et les
magasins, ainsi que pour les publications sur les
réseaux sociaux

+ Organisation des fichiers

+ 2025STUDIO D'IMPRESSION GRAPHIQUE
GRAPHISTE SENIOR

+ En charge de la création des graphiques de la mise en page
hors-ligne.

+ En charge de la création des graphiques de la mise en page
hors-ligne.

+ Édition des photos éditoriales pour les clients et les magasines,
ainsi que pour les publications sur les réseaux sociaux

+ Organisation des fichiers

+ 2028STUDIO D'IMPRESSION GRAPHIQUE
GRAPHISTE SENIOR

+ Travail en étroite collaboration avec l'équipe
marketing pour produire des concepts pour les clients.

+ Créé des concepts pour les principaux clients tels que
la production de musique de Némo et plus encore."
CV_40;"LUCIE MARNIER

+ graphiste +

À MON SUJET PARCOURS SCOLAIRE
Un graphiste est un professionnel de 2019 - 2023 + Université de Dijon
l'industrie du graphisme et des arts Licence en Communication
graphiques qui assemble des images, de la 2023 - 2024 + Université de Dijon

typographie ou des images animées pour

créer un élément de design. Un graphiste Certificat en graphisme et

crée des images qui seront ensuite publiées. illustration

EXPÉRIENCE

2023 Studios Machine à presse
Graphiste junior
+ Chargée de créer des images pour des mises en page hors ligne.
+ Modifier des photos pour des clients, des magazines et des réseaux sociaux.
+ Organisation des dossiers.

2025 Studios Machine à presse
Graphiste junior
+ Chargée de créer des images pour des mises en page hors ligne.
+ Modifier des photos pour des clients, des magazines et des réseaux sociaux.
+ Organisation des dossiers.

2028 Studios Machine à presse
Directrice artistique
+ Travaille en étroite collaboration avec l'équipe marketing pour élaborer des concepts pour les clients.
+ Crée des concepts pour les principaux clients tels que la production de musique et plus encore.

COMPÉTENCES

Graphisme Images animées
Illustration Vidéographie Mise
Photographie en page

06 23 45 89 20 + 01 23 45 89 12 + sitevraimentsuper@email.fre www.sitevraimentsuper.fr"
CV_41;"Romain
Stévenin

Marketer
& Créatif

 
   
   
 
   
 

expérience

Responsable du Ma

Création et gestion de campagnes
clients.
Augmentation de la présence numéi
l'interaction client de 200 %

Marketer Numérique Ju

Contribuer à des idées de campagn
numérique et en charge de contacter l
pour des fonctionnalités et des liens récipi
Référent pour le marketing digital.

parcours scolaire

Je suis une personne très
extravertie qui aime
entrer en contact avec les
gens. J'adore créer des
campagnes marketing
efficaces pour Les
produits auxquels je crois.

coordonnées

bonjour@sitevraimentsuper.fr
Linkedin:
@sitevraimentsuper.fr

compétences
& expertise

+ __ Sensibilité au branding de la marque

<_ Maîtrise de nombreux outils de
marketing en ligne

-__ Gestion de l'interface du processus de
SEO

références

 

Certificat de Marketing Numérique

Résultat final : a reçu une note de 18/20 et a remporté la Université de
campagne de marketing la plus innovante. Condorcet Mai
Fait partie du Top 5 de la classe » 2011 -août 2011

Licence en Communication et Marketing

jplômé ô i Université de
Diplômé de la Faculté de Marketing Condorcet Septembre
Président du Bureau des Étudiants 2007 - mai 2011

Rédacteur en chef de la Gazette de l'université

Clémence Saurin

Manager de Compte, KVB Numérique
Marketing Co. Cie.

Mobile : 06 99 88 09 44

Alain Dumont

Manager de Compte, KVB Numérique
Marketing Co. Cie.

Mobile : 06 99 88 09 44"
CV_42;"Adeline
Pannier

Actrice de Théâtre et de Cinéma

Profil

Je suis une actrice de théâtre et de cinéma qui a
joué dans de nombreuses pièces, telles que ""La
Mouette"" au Théâtre du Panthéon. Je suis
également apparue dans plusieurs films
indépendants.

Langues Parlées

1.Français | Allemand | Anglais | Espagnol

Compétences

+ _Improvisation | Chant | Danse
+ _Beatboxing| Ball Ballet
+ Hiphop | Danse Contemporaine

+ Danse Classique|Gymnastique | Yoga | Vélo

Coordonnées

6 + 06 00 99 00 67

© hello@reallygreatsite.com
© + _@sitesuper

© «_3,rue de la Paix 75001 Paris

© www.sitesuper.fr

 

   

Parcours Universitaire

Université de Condorcet
Master en Actorat
2015 - 2016

+ Diplômée de l'école de cinéma de Condorcet
- _Aeu un entraînement au jeu d'acteur très intensif
* Arrivée deuxième au concours de la meilleure thèse

Carrière Professionnelle

Actrice de Théâtre et de Cinéma

Agence d'Actorat Domarin

2016 - Présent

+ A étudié l'écriture de scénario et la répétition pour 3 rôles en un an

+ A collaboré avec des réalisateurs et des équipes d'acteurs
+ A joué dans des clips de musique

Assistante Gestionnaire de Scène

Théâtre de la Colline

2015 - 2016

+ A étudié l'écriture de scénario et la répétition pour 3 rôles en un an

+ _A collaboré avec des réalisateurs et des équipes d'acteurs
+ A joué dans des clips de musique"
CV_43;"Patrick Fournier
9 rue Desaix, 75010 Paris

ee

À MON SUJET

 

Je suis un directeur commercial efficace et
confiant ayant une expérience avérée en
matière de logistique et dans le secteur de la
chaîne d'approvisionnement. Mon expérience
m'a aidé à développer une expertise du
processus de vente et de la chaîne
d'approvisionnement. Je suis très motivé pour
continuer à apprendre et à améliorer mon
savoir-faire.

COMPÉTENCES ET SAVOIR-FAIRE

 

e Gestion de compte
e Vente stratégique et sociale
° Compétences en utilisation de logiciel CMR

HOMOLOGATION ET BÉNÉVOLAT

 

Administrateur des bénévoles

Banque alimentaire de Condorcet

2015 à 2021

Collaboration avec une équipe de 10 bénévoles
pour collecter des fonds, rénover les locaux et
organiser la distribution de plateaux-repas pour
les personnes âgées.

BTS en MCV

École de marketing de Condorcet 2021
Programme en ligne qui a traité de la façon de
repérer les nouveaux clients et de développer
une stratégie marketing de vente.

01 23 45 67 89
bonjour@canvasupersite.fr
www.canvasupersite.fr
@canvasupersite

EXPÉRIENCE PROFESSIONNELLE

 

Directeur des ventes Entreprise

Expert en Logistique

février 2019 à aujourd'hui

Responsable de toutes les activités de vente dans la zone,
allant de la prospection des clients à la signature du contrat.
Étroite collaboration avec les équipes de vente et
d'assistance pour favoriser la satisfaction des clients et
générer des bénéfices.

Responsable du service externe

Services de vente Sitôt acheté, Sitôt vendu

novembre 2015 à février 2019

Gestion de comptes clés à Condorcet et coordination avec
l'équipe des opérations pour fidéliser la clientèle

Directeur de vente minimaliste

Ligne de vêtements Dualité

avril 2011 à octobre 2014

Service client rapide lors de l'ouverture de nouveaux
comptes et maintien de la culture de l'entreprise

FORMATION SCOLAIRE

 

École de commerce

Excelia BS

Licence en gestion d'entreprise, mention chaine
d'approvisionnement 2015 Mention très bien

EM Strasbourg

BTS Vente, Commerce et Marketing
2011

Mention très bien"
CV_44;"AKIRA
THOMAS

ANALYSTE La: SÉCURI

RÉCAPITULATIF PROFESSIONNEL

Je suis analyste en sécurité spécialisé en informatique et en
analyse de logiciels malveillants. J'ai également de l'expérience
dans le développement de système de bout en bout.

 

COMPÉTENCES PRINCIPALES

Évaluation de la vulnérabilité

Analyse des logiciels malveillants
Planification du projet

Système de surveillance de la performance
Développement des contrôles de sécurité
Gestion des catastrophes

CONTACTEZ-MOI :

Adresse de l'entreprise : 12, rue Desaix,
75000 Paris, France

E-mail : bonjour@sitevraimentsuper.fr
Portfolio : www.sitevraimentsuper.fr
Linkedin : @sitevraimentsuper

DIPLÔMES

- Gestion de la sécurité de l'information

- Hacker éthique

- Technologie financière

- Apprentissage automatique pour la stratégie commerciale
- Cybersécurité

.

E

 

 

CARRIÈRE PROFESSIONNELLE

Analyste de sécurité

Les réseaux Numérix | février 2017 - présent

  

Gère l'accès aux applications de l'entreprise

Conception des contrôles de la sécurité et évaluation des risques des nouvelles technologies

Ingénieur logiciel
Technologies Digitarium | mars 2014 - janvier 2017
- Conçoit, développe et teste les solutions logiciel pour rationaliser les

processus commerciaux
- Réalise des tests de régression et écrit la documentation de logiciels

FORMATION UNIVERSITAIRE

Fomation intensive de l'université Condorcet

Diplôme d'études supérieures | janvier 2015 - déc 2016

DU Cyber-sécurité
A suivi une formation approfondie sur l'évaluation et la défense du réseau, les
a criminalistique numérique

 

contrôles de la cybersécurité, le codage sécurisé e

Université de Condorcet
Licence en sciences et technologies | juin 2008 - déc 2013

BS de systèmes informatiques

- Mention très bien

- Prix du meilleur programme informatique

- Lauréat de la bourse Gilles Kahn

- Développeur du système d'exécution Numérix"
CV_45;"Adeline
Pannier

Actrice de Théâtre et de Cinéma

Profil

Je suis une actrice de théâtre et de cinéma qui a
joué dans de nombreuses pièces, telles que ""La
Mouette"" au Théâtre du Panthéon. Je suis
également apparue dans plusieurs films
indépendants.

Langues Parlées

1.Français | Allemand | Anglais | Espagnol

Compétences

+ _Improvisation | Chant | Danse
+ _Beatboxing| Ball Ballet
+ Hiphop | Danse Contemporaine

+ Danse Classique|Gymnastique | Yoga | Vélo

Coordonnées

6 + 06 00 99 00 67

© hello@reallygreatsite.com
© + _@sitesuper

© «_3,rue de la Paix 75001 Paris

© www.sitesuper.fr

 

   

Parcours Universitaire

Université de Condorcet
Master en Actorat
2015 - 2016

+ Diplômée de l'école de cinéma de Condorcet
- _Aeu un entraînement au jeu d'acteur très intensif
* Arrivée deuxième au concours de la meilleure thèse

Carrière Professionnelle

Actrice de Théâtre et de Cinéma

Agence d'Actorat Domarin

2016 - Présent

+ A étudié l'écriture de scénario et la répétition pour 3 rôles en un an

+ A collaboré avec des réalisateurs et des équipes d'acteurs
+ A joué dans des clips de musique

Assistante Gestionnaire de Scène

Théâtre de la Colline

2015 - 2016

+ A étudié l'écriture de scénario et la répétition pour 3 rôles en un an

+ _A collaboré avec des réalisateurs et des équipes d'acteurs
+ A joué dans des clips de musique"
CV_46;"Carine
Maurice

22, rue du Faubourg Saint
Honoré

75008 Paris,

01 40 45 65 89
bonjour@canvasupersite.fr
wWww.canvasupersite.fr
@canvasupersite.fr

COMPÉTENCES

+ Java, HTML, CSS, jQuery, PHP,
serveur SQL

+ Travail d'équipe, polyvalence et
attention particulière aux détails

+ Développement de logiciels et de
sites

LANGUES

° Français (langue maternelle)
° Anglais américain (niveau B2)
+ Espagnol (niveau Bi)

 

Ingénieure logiciel avec 10 ans d'expérience en applications
professionnelles.

Soucieuse de rejoindre l'entreprise Tech et Cie. pour construire des
solutions prêtes à l'emploi pour ses clients régionaux. Qualifiée en
élaboration de plans d'action gestion de projets et guide
d'utilisation.

EXPÉRIENCE PROFESSIONNELLE

Ingénieure logiciel expérimentée

Agence de développement de logiciels Numérix | d'août
2017 à aujourd'hui

Supervise Le développement des applications.
Recherche et développement de nouvelles façons
d'améliorer Le processus de développement.

Formation des ingénieurs logiciel débutants.

Ingénieure logiciel débutante Agence de
développement de logiciels Numérix | de juin 2011 à juin
2017

Développement, installation et configuration des
applications internes et de nouvelles applications dans
les environnements de test et de production.

Stage en génie logiciel chez Solutions Bertrand | de
septembre 2010 à mars 2011

Achèvement d'un stage de six mois pour l'obtention du
Master.

Développement d'un système d'informations pour les
ressources humaines basé sur Le cloud, consolidation
des informations concernant Les employés provenant
de diverses bases de données et serveurs.

FORMATION SCOLAIRE

Master en génie Logiciel de l'université de Lille, Lille |
2014

Chercheuse diplômée à l'Agence de développement de
logiciels Numérix

Licence pro Métiers du génie logiciel, IUT Metz | 2011
Mention bien"
CV_47;"RÉSUMÉ

CARRIÈRE

PARCOURS SCOLAIRE

COMPÉTENCES

Alain Amari

Professeur de Musique

3 01 1213 1415 He www.sitevraimentsuper.fr

Q 01 12 13 1415 ÛG  bonjour@sitevraimentsuper.fr

Je suis un professeur de musique qualifié et professionnel avec un haut niveau

d'expérience et une vraie joie de partager ma passion pour tout ce qui est musical.

 

+_2016 - PRÉSENT

École privée
de Condorcet

+ 2014-2016

La Guilde des
artistes en action

PROFESSEUR DE MUSIQUE

+ Enseigne l'histoire et l'appréciation de la musique
+ _ Donne des cours sur une gamme d'instruments,

englobant les cordes, les percussions et le clavier

PROFESSEUR DE MUSIQUE PRIVÉ

- Dirige des cours trois après-midi par semaine
°_ Supervise les performances des élèves lors
d'événements locaux

- Dirige des ateliers au centre communautaire de la ville

 

+ 2016

Licence en Arts
avec une
spécialisation en
Musique

+ 2013
Activités
au Lycée

UNIVERSITÉ DE CONDORCET

° Membre de la société de musique La Luciole 2013-2016
+ Membre de la société internationale de musique 2013-
2014

ÉCOLE DES BEAUX-ARTS DE CONDORCET

+ Membre de la fanfare de l'Académie de Condorcet, 2013
+ Membre du club de musique de Paris, 2011-2013

° A joué avec le groupe Tigers

Je joue de la guitare (basse, acoustique, électrique), de la batterie (classique et

électrique), du clavier ou du piano. Je joue dans un groupe local appelé La Vie."
